,start_time,end_time,instrument,note,note_value
4378,13863390,13898206,43,59,Tied Quarter-Thirty Second
4379,13878750,13882334,1,50,Thirty Second
4380,13878750,13882334,1,74,Thirty Second
4381,13882334,13885918,1,50,Thirty Second
4382,13882334,13885918,1,74,Thirty Second
4383,13886430,13902814,1,67,Eighth
4384,13886430,13902814,1,71,Eighth
4385,13886430,13902814,1,79,Eighth
4386,13886430,13902814,1,55,Eighth
4387,13886430,13902814,1,43,Eighth
4388,13886430,13902814,1,65,Eighth
4389,13910494,13917150,42,74,Sixteenth
4390,13910494,13913566,1,43,Thirty Second
4391,13910494,13917150,41,86,Sixteenth
4392,13910494,13917150,43,59,Sixteenth
4393,13910494,13913566,1,67,Thirty Second
4394,13914078,13917150,1,43,Thirty Second
4395,13914078,13917150,1,67,Thirty Second
4396,13917662,13933022,1,72,Eighth
4397,13917662,13933022,1,36,Eighth
4398,13917662,13933534,41,89,Eighth
4399,13917662,13933534,43,62,Eighth
4400,13917662,13933534,42,77,Eighth
4401,13917662,13933022,1,60,Eighth
4402,13917662,13933022,1,48,Eighth
4403,13933534,13947870,42,76,Eighth
4404,13933534,13947870,41,88,Eighth
4405,13933534,13947870,43,60,Eighth
4406,13940702,13944286,1,55,Thirty Second
4407,13940702,13944286,1,79,Thirty Second
4408,13944286,13947870,1,79,Thirty Second
4409,13944286,13947870,1,55,Thirty Second
4410,13947870,13952989,41,86,Triplet Sixteenth
4411,13947870,13952989,42,74,Triplet Sixteenth
4412,13947870,13952989,43,59,Triplet Sixteenth
4413,13947870,13963230,1,76,Eighth
4414,13947870,13963230,1,84,Eighth
4415,13947870,13963230,1,60,Eighth
4416,13947870,13963230,1,72,Eighth
4417,13947870,13963230,1,48,Eighth
4418,13963230,13968350,42,72,Triplet Sixteenth
4419,13963230,13968350,41,84,Triplet Sixteenth
4420,13963230,13968350,43,60,Triplet Sixteenth
4421,13971934,13975517,1,72,Thirty Second
4422,13971934,13975517,1,48,Thirty Second
4423,13976030,13979102,1,72,Thirty Second
4424,13976030,13979102,1,48,Thirty Second
4425,13979613,13995486,1,57,Eighth
4426,13979613,13984734,42,71,Triplet Sixteenth
4427,13979613,13984734,43,54,Triplet Sixteenth
4428,13979613,13995486,1,66,Eighth
4429,13979613,13995486,1,45,Eighth
4430,13979613,13995486,1,78,Eighth
4431,13979613,13984734,41,83,Triplet Sixteenth
4432,14004190,14010334,43,60,Triplet Sixteenth
4433,14004190,14008798,1,60,Thirty Second
4434,14004190,14008798,1,36,Thirty Second
4435,14004190,14010334,42,72,Triplet Sixteenth
4436,14004190,14013406,41,84,Sixteenth
4437,14009310,14013406,1,60,Thirty Second
4438,14009310,14013406,1,36,Thirty Second
4439,14013406,14046686,43,50,Quarter
4440,14013406,14030302,42,59,Eighth
4441,14013406,14030302,43,43,Eighth
4442,14013406,14030302,1,67,Eighth
4443,14013406,14030302,1,31,Eighth
4444,14013406,14030302,1,43,Eighth
4445,14013406,14046686,42,67,Quarter
4446,14013406,14041054,41,86,Dotted Eighth
4447,14013406,14030302,1,55,Eighth
4448,14022622,14046686,42,74,Dotted Eighth
4449,14022622,14046686,43,59,Dotted Eighth
4450,14038493,14042078,1,62,Thirty Second
4451,14038493,14042078,1,86,Thirty Second
4452,14042590,14046686,1,86,Thirty Second
4453,14042590,14046686,1,62,Thirty Second
4454,14047197,14058462,1,79,Triplet
4455,14047197,14058462,1,91,Triplet
4456,14047197,14058462,1,67,Triplet
4457,14047197,14058462,1,55,Triplet
4458,14058974,14067678,1,79,Sixteenth
4459,14058974,14067678,1,67,Sixteenth
4460,14058974,14067678,1,43,Sixteenth
4461,14058974,14067678,1,55,Sixteenth
4462,14071262,14077918,1,69,Sixteenth
4463,14071262,14077918,1,81,Sixteenth
4464,14071262,14077918,1,45,Sixteenth
4465,14071262,14077918,1,57,Sixteenth
4466,14073822,14076894,43,55,Thirty Second
4467,14073822,14076894,41,67,Thirty Second
4468,14073822,14076894,41,79,Thirty Second
4469,14073822,14076894,42,67,Thirty Second
4470,14077406,14080990,41,67,Thirty Second
4471,14077406,14080990,41,79,Thirty Second
4472,14077406,14080990,43,55,Thirty Second
4473,14077406,14080990,42,67,Thirty Second
4474,14080990,14088157,1,71,Sixteenth
4475,14080990,14088157,1,83,Sixteenth
4476,14080990,14088157,1,47,Sixteenth
4477,14080990,14095326,41,67,Eighth
4478,14080990,14095326,41,79,Eighth
4479,14080990,14095326,43,55,Eighth
4480,14080990,14088157,1,59,Sixteenth
4481,14080990,14095326,42,67,Eighth
4482,14090718,14097374,1,72,Sixteenth
4483,14090718,14097374,1,84,Sixteenth
4484,14090718,14097374,1,48,Sixteenth
4485,14090718,14097374,1,60,Sixteenth
4486,14100446,14106590,1,62,Sixteenth
4487,14100446,14106590,1,74,Sixteenth
4488,14100446,14106590,1,86,Sixteenth
4489,14100446,14106590,1,50,Sixteenth
4490,14103006,14106077,41,67,Thirty Second
4491,14103006,14106077,42,55,Thirty Second
4492,14103006,14109150,43,43,Sixteenth
4493,14106077,14109150,41,67,Thirty Second
4494,14106077,14109150,42,55,Thirty Second
4495,14109662,14152670,1,79,Tied Quarter-Sixteenth
4496,14109662,14124510,1,48,Eighth
4497,14109662,14152670,1,84,Tied Quarter-Sixteenth
4498,14109662,14124510,1,55,Eighth
4499,14109662,14124510,1,64,Eighth
4500,14109662,14124510,1,60,Eighth
4501,14109662,14116318,41,60,Sixteenth
4502,14109662,14116318,43,43,Sixteenth
4503,14109662,14124510,41,67,Eighth
4504,14109662,14152670,1,76,Tied Quarter-Sixteenth
4505,14109662,14124510,42,72,Eighth
4506,14109662,14152670,1,88,Tied Quarter-Sixteenth
4507,14109662,14124510,42,64,Eighth
4508,14109662,14116318,43,36,Sixteenth
4509,14113246,14124510,43,52,Dotted Sixteenth
4510,14113246,14124510,43,60,Dotted Sixteenth
4511,14113246,14124510,41,76,Dotted Sixteenth
4512,14134238,14137309,41,67,Thirty Second
4513,14134238,14137309,1,43,Thirty Second
4514,14134238,14137309,43,67,Thirty Second
4515,14134238,14137309,41,79,Thirty Second
4516,14137821,14141917,1,43,Thirty Second
4517,14137821,14141917,41,67,Thirty Second
4518,14137821,14141917,43,67,Thirty Second
4519,14137821,14141917,41,79,Thirty Second
4520,14142430,14157278,1,36,Eighth
4521,14142430,14150110,42,60,Sixteenth
4522,14142430,14157278,41,79,Eighth
4523,14142430,14157278,42,67,Eighth
4524,14142430,14157278,1,48,Eighth
4525,14142430,14157278,43,67,Eighth
4526,14142430,14157278,41,67,Eighth
4527,14146525,14157278,42,76,Dotted Sixteenth
4528,14165470,14172638,1,55,Sixteenth
4529,14165470,14169053,41,55,Thirty Second
4530,14165470,14169053,41,67,Thirty Second
4531,14165470,14169053,43,55,Thirty Second
4532,14165470,14172638,1,79,Sixteenth
4533,14165470,14172638,1,86,Sixteenth
4534,14165470,14172638,1,74,Sixteenth
4535,14165470,14172638,1,62,Sixteenth
4536,14169053,14172638,41,55,Thirty Second
4537,14169053,14172638,41,67,Thirty Second
4538,14169053,14172638,43,55,Thirty Second
4539,14172638,14186973,43,55,Eighth
4540,14172638,14179806,42,60,Sixteenth
4541,14172638,14186973,41,55,Eighth
4542,14172638,14186973,42,67,Eighth
4543,14172638,14186973,1,76,Eighth
4544,14172638,14186973,1,84,Eighth
4545,14172638,14186973,1,88,Eighth
4546,14172638,14186973,1,60,Eighth
4547,14172638,14186973,1,64,Eighth
4548,14172638,14186973,41,67,Eighth
4549,14176734,14186973,42,76,Dotted Sixteenth
4550,14196702,14200797,43,43,Thirty Second
4551,14196702,14204382,1,62,Sixteenth
4552,14196702,14204382,1,86,Sixteenth
4553,14196702,14204382,1,74,Sixteenth
4554,14196702,14204382,1,79,Sixteenth
4555,14196702,14204382,1,55,Sixteenth
4556,14196702,14200797,41,55,Thirty Second
4557,14201310,14204382,41,55,Thirty Second
4558,14201310,14204382,43,43,Thirty Second
4559,14204894,14219742,1,52,Eighth
4560,14204894,14212062,42,60,Sixteenth
4561,14204894,14219742,41,64,Eighth
4562,14204894,14219742,41,72,Eighth
4563,14204894,14219742,42,67,Eighth
4564,14204894,14219742,1,60,Eighth
4565,14204894,14219742,43,36,Eighth
4566,14204894,14219742,1,76,Eighth
4567,14204894,14219742,1,84,Eighth
4568,14204894,14219742,1,72,Eighth
4569,14208478,14219742,42,76,Dotted Sixteenth
4570,14226910,14233566,1,79,Sixteenth
4571,14226910,14229470,41,67,Thirty Second
4572,14226910,14229470,41,79,Thirty Second
4573,14226910,14229470,43,67,Thirty Second
4574,14226910,14233566,1,55,Sixteenth
4575,14229982,14233566,41,79,Thirty Second
4576,14229982,14233566,41,67,Thirty Second
4577,14229982,14233566,43,67,Thirty Second
4578,14233566,14241245,42,60,Sixteenth
4579,14233566,14249438,41,67,Eighth
4580,14233566,14249438,41,79,Eighth
4581,14233566,14249438,42,67,Eighth
4582,14233566,14249438,1,72,Eighth
4583,14233566,14249438,1,76,Eighth
4584,14233566,14249438,1,84,Eighth
4585,14233566,14249438,1,60,Eighth
4586,14233566,14249438,1,52,Eighth
4587,14233566,14249438,43,67,Eighth
4588,14237150,14249438,42,76,Dotted Sixteenth
4589,14257118,14260702,41,55,Thirty Second
4590,14257118,14260702,43,43,Thirty Second
4591,14257118,14264798,1,62,Sixteenth
4592,14257118,14264798,1,79,Sixteenth
4593,14257118,14264798,1,86,Sixteenth
4594,14257118,14264798,1,55,Sixteenth
4595,14257118,14264798,1,74,Sixteenth
4596,14257118,14260702,41,67,Thirty Second
4597,14260702,14264798,41,55,Thirty Second
4598,14260702,14264798,43,43,Thirty Second
4599,14260702,14264798,41,67,Thirty Second
4600,14265822,14291422,1,60,Dotted Eighth
4601,14265822,14273502,42,60,Sixteenth
4602,14265822,14281693,41,67,Eighth
4603,14265822,14281693,42,67,Eighth
4604,14265822,14291422,1,64,Dotted Eighth
4605,14265822,14291422,1,76,Dotted Eighth
4606,14265822,14291422,1,84,Dotted Eighth
4607,14265822,14291422,1,88,Dotted Eighth
4608,14265822,14281693,43,36,Eighth
4609,14265822,14281693,41,55,Eighth
4610,14270430,14281693,42,76,Dotted Sixteenth
4611,14296542,14311390,43,46,Eighth
4612,14296542,14304221,41,58,Sixteenth
4613,14296542,14304221,42,58,Sixteenth
4614,14296542,14311390,41,67,Eighth
4615,14296542,14311390,42,67,Eighth
4616,14296542,14311390,1,34,Eighth
4617,14296542,14311390,1,46,Eighth
4618,14296542,14343134,1,82,Dotted Quarter
4619,14296542,14343134,1,87,Dotted Quarter
4620,14296542,14343134,1,91,Dotted Quarter
4621,14296542,14343134,1,79,Dotted Quarter
4622,14300125,14311390,41,75,Dotted Sixteenth
4623,14300125,14311390,42,75,Dotted Sixteenth
4624,14321118,14324702,1,51,Thirty Second
4625,14321118,14324702,41,82,Thirty Second
4626,14321118,14324702,43,70,Thirty Second
4627,14321118,14324702,41,70,Thirty Second
4628,14324702,14328286,1,51,Thirty Second
4629,14324702,14328286,41,82,Thirty Second
4630,14324702,14328286,43,70,Thirty Second
4631,14324702,14328286,41,70,Thirty Second
4632,14328286,14343134,41,82,Eighth
4633,14328286,14343134,43,70,Eighth
4634,14328286,14343134,1,58,Eighth
4635,14328286,14335454,42,58,Sixteenth
4636,14328286,14343134,41,70,Eighth
4637,14328286,14343134,42,67,Eighth
4638,14328286,14343134,1,46,Eighth
4639,14332382,14343134,42,75,Dotted Sixteenth
4640,14350302,14357470,1,82,Sixteenth
4641,14350302,14353885,41,70,Thirty Second
4642,14350302,14353885,41,58,Thirty Second
4643,14350302,14357470,1,65,Sixteenth
4644,14350302,14357470,1,58,Sixteenth
4645,14350302,14357470,1,89,Sixteenth
4646,14350302,14357470,1,77,Sixteenth
4647,14350302,14353885,43,58,Thirty Second
4648,14354398,14357470,41,58,Thirty Second
4649,14354398,14357470,41,70,Thirty Second
4650,14354398,14357470,43,58,Thirty Second
4651,14357982,14372317,1,67,Eighth
4652,14357982,14365150,42,58,Sixteenth
4653,14357982,14372317,41,58,Eighth
4654,14357982,14372317,42,67,Eighth
4655,14357982,14372317,1,63,Eighth
4656,14357982,14372317,43,58,Eighth
4657,14357982,14372317,1,79,Eighth
4658,14357982,14372317,1,87,Eighth
4659,14357982,14372317,1,91,Eighth
4660,14357982,14372317,41,70,Eighth
4661,14361566,14372317,42,75,Dotted Sixteenth
4662,14381021,14384606,41,58,Thirty Second
4663,14381021,14384606,43,46,Thirty Second
4664,14381021,14390237,1,89,Sixteenth
4665,14381021,14390237,1,77,Sixteenth
4666,14381021,14390237,1,82,Sixteenth
4667,14381021,14390237,1,58,Sixteenth
4668,14381021,14390237,1,65,Sixteenth
4669,14384606,14390237,41,58,Thirty Second
4670,14384606,14390237,43,46,Thirty Second
4671,14390237,14405086,1,63,Eighth
4672,14390237,14397918,42,58,Sixteenth
4673,14390237,14405086,41,67,Eighth
4674,14390237,14405086,41,75,Eighth
4675,14390237,14405086,42,67,Eighth
4676,14390237,14405086,43,46,Eighth
4677,14390237,14405086,1,75,Eighth
4678,14390237,14405086,1,87,Eighth
4679,14390237,14405086,1,55,Eighth
4680,14390237,14405086,1,79,Eighth
4681,14394845,14405086,42,75,Dotted Sixteenth
4682,14412765,14415838,41,82,Thirty Second
4683,14412765,14415838,43,70,Thirty Second
4684,14412765,14418910,1,58,Sixteenth
4685,14412765,14418910,1,82,Sixteenth
4686,14412765,14415838,41,70,Thirty Second
4687,14416350,14418910,41,70,Thirty Second
4688,14416350,14418910,43,70,Thirty Second
4689,14416350,14418910,41,82,Thirty Second
4690,14419422,14433758,1,75,Eighth
4691,14419422,14433758,1,87,Eighth
4692,14419422,14426590,42,58,Sixteenth
4693,14419422,14433758,1,63,Eighth
4694,14419422,14433758,41,82,Eighth
4695,14419422,14433758,42,67,Eighth
4696,14419422,14433758,1,55,Eighth
4697,14419422,14433758,43,70,Eighth
4698,14419422,14433758,1,79,Eighth
4699,14419422,14433758,41,70,Eighth
4700,14423006,14433758,42,75,Dotted Sixteenth
4701,14441438,14444510,43,58,Thirty Second
4702,14441438,14444510,41,70,Thirty Second
4703,14441438,14449630,1,77,Sixteenth
4704,14441438,14449630,1,82,Sixteenth
4705,14441438,14449630,1,89,Sixteenth
4706,14441438,14449630,1,58,Sixteenth
4707,14441438,14449630,1,65,Sixteenth
4708,14441438,14444510,41,58,Thirty Second
4709,14445022,14449630,43,58,Thirty Second
4710,14445022,14449630,41,58,Thirty Second
4711,14445022,14449630,41,70,Thirty Second
4712,14449630,14464990,41,70,Eighth
4713,14449630,14464990,42,67,Eighth
4714,14449630,14457821,42,58,Sixteenth
4715,14449630,14464990,41,58,Eighth
4716,14449630,14464990,43,58,Eighth
4717,14449630,14464990,1,91,Eighth
4718,14449630,14464990,1,63,Eighth
4719,14449630,14464990,1,67,Eighth
4720,14449630,14464990,1,87,Eighth
4721,14449630,14464990,1,79,Eighth
4722,14454238,14464990,42,75,Dotted Sixteenth
4723,14474206,14481374,1,39,Sixteenth
4724,14474206,14477790,41,63,Thirty Second
4725,14474206,14477790,43,51,Thirty Second
4726,14474206,14481374,1,87,Sixteenth
4727,14474206,14481374,1,75,Sixteenth
4728,14477790,14481374,43,51,Thirty Second
4729,14477790,14481374,41,63,Thirty Second
4730,14481886,14489566,42,60,Sixteenth
4731,14481886,14498269,41,56,Eighth
4732,14481886,14498269,41,72,Eighth
4733,14481886,14498269,43,44,Eighth
4734,14481886,14498269,1,32,Eighth
4735,14481886,14498269,1,44,Eighth
4736,14481886,14506974,1,87,Dotted Eighth
4737,14481886,14506974,1,99,Dotted Eighth
4738,14481886,14498269,42,68,Eighth
4739,14481886,14498269,41,63,Eighth
4740,14485470,14498269,42,75,Dotted Sixteenth
4741,14505950,14507998,41,78,Thirty Second
4742,14505950,14507998,42,66,Thirty Second
4743,14505950,14507998,1,63,Thirty Second
4744,14505950,14507998,41,72,Thirty Second
4745,14505950,14511581,43,51,Sixteenth
4746,14505950,14507998,42,63,Thirty Second
4747,14508510,14511581,41,78,Thirty Second
4748,14508510,14511581,42,63,Thirty Second
4749,14508510,14511581,42,66,Thirty Second
4750,14508510,14511581,41,72,Thirty Second
4751,14508510,14511581,1,63,Thirty Second
4752,14512094,14526430,41,72,Eighth
4753,14512094,14526430,41,78,Eighth
4754,14512094,14526430,42,63,Eighth
4755,14512094,14526430,42,66,Eighth
4756,14512094,14526430,43,60,Eighth
4757,14512094,14526430,1,87,Eighth
4758,14512094,14526430,1,68,Eighth
4759,14512094,14526430,1,56,Eighth
4760,14512094,14526430,1,99,Eighth
4761,14534109,14541278,1,86,Sixteenth
4762,14534109,14537694,41,78,Thirty Second
4763,14534109,14537694,42,63,Thirty Second
4764,14534109,14537694,42,66,Thirty Second
4765,14534109,14541278,1,98,Sixteenth
4766,14534109,14541278,43,62,Sixteenth
4767,14534109,14537694,1,51,Thirty Second
4768,14534109,14537694,41,72,Thirty Second
4769,14537694,14541278,42,63,Thirty Second
4770,14537694,14541278,41,72,Thirty Second
4771,14537694,14541278,41,78,Thirty Second
4772,14537694,14541278,42,66,Thirty Second
4773,14537694,14541278,1,51,Thirty Second
4774,14541278,14557149,42,66,Eighth
4775,14541278,14557149,41,78,Eighth
4776,14541278,14557149,43,63,Eighth
4777,14541278,14557149,1,84,Eighth
4778,14541278,14557149,1,96,Eighth
4779,14541278,14557149,1,44,Eighth
4780,14541278,14557149,1,56,Eighth
4781,14541278,14557149,41,72,Eighth
4782,14541278,14557149,42,63,Eighth
4783,14564830,14567902,42,63,Thirty Second
4784,14564830,14567902,41,72,Thirty Second
4785,14564830,14567902,41,78,Thirty Second
4786,14564830,14567902,42,66,Thirty Second
4787,14564830,14567902,1,39,Thirty Second
4788,14564830,14571486,43,62,Sixteenth
4789,14564830,14571486,1,86,Sixteenth
4790,14564830,14571486,1,98,Sixteenth
4791,14568414,14571486,42,66,Thirty Second
4792,14568414,14571486,1,39,Thirty Second
4793,14568414,14571486,41,72,Thirty Second
4794,14568414,14571486,42,63,Thirty Second
4795,14568414,14571486,41,78,Thirty Second
4796,14571998,14588381,43,60,Eighth
4797,14571998,14588381,41,72,Eighth
4798,14571998,14588381,42,63,Eighth
4799,14571998,14588381,42,66,Eighth
4800,14571998,14588381,1,87,Eighth
4801,14571998,14588381,1,99,Eighth
4802,14571998,14588381,1,32,Eighth
4803,14571998,14588381,1,44,Eighth
4804,14571998,14588381,41,78,Eighth
4805,14596574,14600158,41,72,Thirty Second
4806,14596574,14600158,42,63,Thirty Second
4807,14596574,14600158,42,66,Thirty Second
4808,14596574,14600158,1,63,Thirty Second
4809,14596574,14603742,1,86,Sixteenth
4810,14596574,14603742,1,98,Sixteenth
4811,14596574,14603742,43,62,Sixteenth
4812,14596574,14600158,41,78,Thirty Second
4813,14600158,14603742,42,66,Thirty Second
4814,14600158,14603742,41,72,Thirty Second
4815,14600158,14603742,41,78,Thirty Second
4816,14600158,14603742,42,63,Thirty Second
4817,14600158,14603742,1,63,Thirty Second
4818,14603742,14620638,41,72,Eighth
4819,14603742,14620638,41,78,Eighth
4820,14603742,14620638,42,63,Eighth
4821,14603742,14620638,42,66,Eighth
4822,14603742,14620638,1,68,Eighth
4823,14603742,14628318,1,84,Dotted Eighth
4824,14603742,14628318,1,96,Dotted Eighth
4825,14603742,14620638,1,56,Eighth
4826,14603742,14620638,43,63,Eighth
4827,14628318,14631902,42,63,Thirty Second
4828,14628318,14631902,41,72,Thirty Second
4829,14628318,14631902,41,78,Thirty Second
4830,14628318,14631902,1,51,Thirty Second
4831,14628318,14635486,43,62,Sixteenth
4832,14628318,14631902,42,66,Thirty Second
4833,14632414,14635486,42,66,Thirty Second
4834,14632414,14635486,41,72,Thirty Second
4835,14632414,14635486,41,78,Thirty Second
4836,14632414,14635486,1,51,Thirty Second
4837,14632414,14635486,42,63,Thirty Second
4838,14635998,14649822,42,66,Eighth
4839,14635998,14649822,43,60,Eighth
4840,14635998,14649822,1,44,Eighth
4841,14635998,14642653,1,87,Sixteenth
4842,14635998,14642653,1,99,Sixteenth
4843,14635998,14649822,41,72,Eighth
4844,14635998,14649822,41,78,Eighth
4845,14635998,14649822,1,56,Eighth
4846,14635998,14649822,42,63,Eighth
4847,14657502,14663134,41,72,Thirty Second
4848,14657502,14663134,41,78,Thirty Second
4849,14657502,14663134,42,62,Thirty Second
4850,14657502,14663134,42,66,Thirty Second
4851,14657502,14667742,1,84,Sixteenth
4852,14657502,14667742,1,96,Sixteenth
4853,14657502,14667742,1,32,Sixteenth
4854,14657502,14667742,43,62,Sixteenth
4855,14657502,14667742,1,44,Sixteenth
4856,14664158,14667742,41,72,Thirty Second
4857,14664158,14667742,41,78,Thirty Second
4858,14664158,14667742,42,66,Thirty Second
4859,14664158,14667742,42,62,Thirty Second
4860,14667742,14682078,42,67,Eighth
4861,14667742,14682078,41,71,Eighth
4862,14667742,14682078,42,62,Eighth
4863,14667742,14682078,43,55,Eighth
4864,14667742,14682078,1,79,Eighth
4865,14667742,14682078,1,91,Eighth
4866,14667742,14682078,1,31,Eighth
4867,14667742,14682078,1,43,Eighth
4868,14667742,14682078,41,79,Eighth
4869,14703582,14712798,42,55,Triplet
4870,14703582,14733278,1,55,Quarter
4871,14703582,14733278,1,67,Quarter
4872,14703582,14712798,41,67,Triplet
4873,14713310,14722526,42,55,Triplet
4874,14713310,14722526,41,67,Triplet
4875,14723038,14732765,41,67,Triplet
4876,14723038,14732765,42,55,Triplet
4877,14733278,14742494,41,68,Triplet
4878,14733278,14762462,1,68,Quarter
4879,14733278,14762462,1,56,Quarter
4880,14733278,14742494,42,56,Triplet
4881,14742494,14751710,41,68,Triplet
4882,14742494,14751710,42,56,Triplet
4883,14751710,14762462,41,68,Triplet
4884,14751710,14762462,42,56,Triplet
4885,14762462,14774238,41,74,Triplet
4886,14762462,14805982,1,62,Tied Quarter-Sixteenth
4887,14762462,14805982,1,74,Tied Quarter-Sixteenth
4888,14762462,14774238,42,62,Triplet
4889,14774750,14784990,41,74,Triplet
4890,14774750,14784990,42,62,Triplet
4891,14785502,14795230,41,74,Triplet
4892,14785502,14795230,42,62,Triplet
4893,14795741,14804957,41,74,Triplet
4894,14795741,14826974,1,31,Quarter
4895,14795741,14826974,1,43,Quarter
4896,14795741,14804957,42,62,Triplet
4897,14805982,14815198,42,62,Triplet
4898,14805982,14815198,41,74,Triplet
4899,14811102,14826974,1,59,Eighth
4900,14811102,14826974,1,71,Eighth
4901,14815710,14826974,41,71,Triplet
4902,14815710,14826974,42,59,Triplet
4903,14826974,14855646,1,44,Quarter
4904,14826974,14836701,41,72,Triplet
4905,14826974,14836701,42,60,Triplet
4906,14826974,14841822,1,72,Eighth
4907,14826974,14855646,1,32,Quarter
4908,14826974,14841822,1,60,Eighth
4909,14836701,14845405,41,72,Triplet
4910,14836701,14845405,42,60,Triplet
4911,14841822,14855646,1,67,Eighth
4912,14841822,14855646,1,79,Eighth
4913,14845918,14855134,41,79,Triplet
4914,14845918,14855134,42,67,Triplet
4915,14855646,14868958,1,66,Eighth
4916,14855646,14863838,41,78,Triplet
4917,14855646,14863838,42,72,Triplet
4918,14855646,14891486,1,38,Tied Quarter-Sixteenth
4919,14855646,14891486,1,50,Tied Quarter-Sixteenth
4920,14855646,14868958,1,78,Eighth
4921,14864350,14872541,42,72,Triplet
4922,14864350,14872541,41,78,Triplet
4923,14868958,14882270,1,72,Eighth
4924,14868958,14882270,1,84,Eighth
4925,14873054,14881757,41,78,Triplet
4926,14873054,14881757,42,72,Triplet
4927,14882270,14891486,42,74,Triplet
4928,14882270,14896094,1,71,Eighth
4929,14882270,14896094,1,83,Eighth
4930,14882270,14891486,42,67,Triplet
4931,14882270,14891486,41,77,Triplet
4932,14891486,14900702,41,77,Triplet
4933,14891486,14900702,42,67,Triplet
4934,14891486,14900702,42,74,Triplet
4935,14896094,14910430,1,47,Eighth
4936,14896094,14910430,1,77,Eighth
4937,14896094,14910430,1,89,Eighth
4938,14896094,14910430,1,35,Eighth
4939,14900702,14909918,42,74,Triplet
4940,14900702,14909918,42,67,Triplet
4941,14900702,14909918,41,77,Triplet
4942,14910430,14925278,1,88,Eighth
4943,14910430,14925278,1,48,Eighth
4944,14910430,14919646,41,76,Triplet
4945,14910430,14919646,42,70,Triplet
4946,14910430,14925278,1,36,Eighth
4947,14910430,14925278,1,76,Eighth
4948,14920158,14929374,41,76,Triplet
4949,14920158,14929374,42,70,Triplet
4950,14925278,14940125,1,70,Eighth
4951,14925278,14940638,1,43,Eighth
4952,14925278,14940638,1,55,Eighth
4953,14925278,14940125,1,82,Eighth
4954,14929886,14940125,42,70,Triplet
4955,14929886,14940125,41,76,Triplet
4956,14940638,14955998,1,69,Eighth
4957,14940638,14955998,1,81,Eighth
4958,14940638,14955998,1,54,Eighth
4959,14940638,14950366,41,75,Triplet
4960,14940638,14950366,42,69,Triplet
4961,14940638,14955998,1,42,Eighth
4962,14950366,14960606,41,75,Triplet
4963,14950366,14960606,42,69,Triplet
4964,14955998,14968798,1,75,Eighth
4965,14955998,14968798,1,87,Eighth
4966,14955998,14968798,1,60,Eighth
4967,14955998,14968798,1,48,Eighth
4968,14960606,14968798,41,75,Triplet
4969,14960606,14968798,42,69,Triplet
4970,14968798,14983646,1,74,Eighth
4971,14968798,14983646,1,86,Eighth
4972,14968798,14983646,1,47,Eighth
4973,14968798,14978526,41,74,Triplet
4974,14968798,14983646,1,59,Eighth
4975,14968798,14978526,42,68,Triplet
4976,14978526,14987230,42,68,Triplet
4977,14978526,14987230,41,74,Triplet
4978,14983646,14998493,1,53,Eighth
4979,14983646,14998493,1,68,Eighth
4980,14983646,14998493,1,80,Eighth
4981,14983646,14998493,1,65,Eighth
4982,14987742,14997982,42,68,Triplet
4983,14987742,14997982,41,74,Triplet
4984,14998493,15008222,41,72,Triplet
4985,14998493,15008222,42,67,Triplet
4986,14998493,15012830,1,79,Eighth
4987,14998493,15012830,1,51,Eighth
4988,14998493,15012830,1,63,Eighth
4989,14998493,15012830,1,67,Eighth
4990,15008734,15016925,42,67,Triplet
4991,15008734,15016925,41,72,Triplet
4992,15012830,15027678,1,50,Eighth
4993,15012830,15027678,1,71,Eighth
4994,15012830,15027678,1,83,Eighth
4995,15012830,15027678,1,62,Eighth
4996,15017438,15027678,42,67,Triplet
4997,15017438,15027678,41,74,Triplet
4998,15027678,15040990,1,75,Eighth
4999,15027678,15040990,1,84,Eighth
5000,15027678,15040990,1,48,Eighth
5001,15027678,15032286,41,75,Triplet Sixteenth
5002,15027678,15040990,1,60,Eighth
5003,15027678,15040990,1,72,Eighth
5004,15041502,15046110,41,72,Triplet Sixteenth
5005,15041502,15046110,41,77,Triplet Sixteenth
5006,15041502,15055326,1,77,Eighth
5007,15041502,15055326,1,44,Eighth
5008,15041502,15055326,1,56,Eighth
5009,15041502,15055326,1,86,Eighth
5010,15041502,15055326,1,74,Eighth
5011,15055838,15079901,1,75,Dotted Eighth
5012,15055838,15064542,42,55,Triplet
5013,15055838,15069662,41,67,Eighth
5014,15055838,15079901,1,87,Dotted Eighth
5015,15055838,15079901,1,43,Dotted Eighth
5016,15055838,15079901,1,55,Dotted Eighth
5017,15055838,15087582,43,55,Quarter
5018,15055838,15086046,41,72,Quarter
5019,15055838,15079901,1,79,Dotted Eighth
5020,15062494,15086046,41,79,Dotted Eighth
5021,15065054,15074782,42,55,Triplet
5022,15075293,15086046,42,55,Triplet
5023,15087582,15114718,1,77,Dotted Eighth
5024,15087582,15114718,1,83,Dotted Eighth
5025,15087582,15114718,1,31,Dotted Eighth
5026,15087582,15114718,1,43,Dotted Eighth
5027,15087582,15119326,43,56,Quarter
5028,15087582,15099870,42,56,Triplet
5029,15087582,15114718,1,71,Dotted Eighth
5030,15087582,15119326,41,56,Quarter
5031,15099870,15109598,42,56,Triplet
